"","Time","Sl_No.","UPI_Remitter_Bank","Total_Volume","Approved.","BD.","TD.","Total.Debit.Reversal.Count","Debit.Reversal.Success"
"52","""Sept 21""",2,"Hdfc Bank Ltd",327.32,310.201164,16.889712,0.229124,1.7,1.67331
"53","""Sept 21""",3,"Bank Of Baroda",231.73,213.840444,17.449269,0.440287,1.38,1.358748
"54","""Sept 21""",4,"Icici Bank",225.22,212.359938,11.621352,1.23871,2.06,0.892186
"55","""Sept 21""",5,"Axis Bank Ltd",214.22,203.916018,8.868708,1.435274,1.5,0.9018
"56","""Sept 21""",6,"Paytm Payments Bank",212.36,201.380988,10.72418,0.254832,1.06,1.013148
"57","""Sept 21""",7,"Union Bank Of India",195.42,173.063952,20.71452,1.524276,1.87,1.259445
"58","""Sept 21""",8,"Punjab National Bank",179.64,166.70592,11.6766,1.25748,1.8,1.50228
"59","""Sept 21""",9,"Canara Bank",163.54,149.442852,13.49205,0.605098,1.24,1.162128
"60","""Sept 21""",10,"Kotak Mahindra Bank",137.75,127.7218,7.90685,2.12135,2.09,1.752674
"61","""Sept 21""",11,"Bank Of India",135.81,127.593495,6.65469,1.561815,1.73,1.371198
"62","""Sept 21""",12,"Indian Bank",89.65,78.309275,7.001665,4.33906,2.66,1.31803
"63","""Sept 21""",13,"Central Bank Of India",79.06,73.01191,5.45514,0.59295,0.94,0.80323
"64","""Sept 21""",14,"Idbi Bank Limited",55.6,52.125,3.27484,0.20016,0.39,0.349011
"65","""Sept 21""",15,"Airtel Payments Bank",46.68,40.54158,5.6016,0.499476,0.41,0.333166
"66","""Sept 21""",16,"Bank Of Maharashtra",46.64,42.101928,3.530648,1.007424,0.35,0.238875
"67","""Sept 21""",17,"Indian Overseas Bank",44.84,41.225896,2.896664,0.71744,0.44,0.367884
"68","""Sept 21""",18,"Federal Bank",43.42,41.070978,2.25784,0.091182,0.25,0.23335
"69","""Sept 21""",19,"Yes Bank Ltd",39.88,37.64672,1.802576,0.430704,0.38,0.178562
"70","""Sept 21""",20,"Uco Bank",39.01,34.399018,2.910146,1.700836,0.9,0.26523
"71","""Sept 21""",21,"Karnataka Bank",35.81,29.783177,2.778856,3.247967,1.35,0.221535
"72","""Sept 21""",22,"Indusind Bank",29.99,26.808061,2.108297,1.073642,1.03,0.926382
"73","""Sept 21""",23,"India Post Payment Bank",25.54,20.352826,4.54612,0.635946,0.36,0.196056
"74","""Sept 21""",24,"Karur Vysya Bank",22.84,20.667916,1.996216,0.175868,0.18,0.141012
"75","""Sept 21""",25,"Idfc First Bank",21.28,19.7372,1.355536,0.187264,0.23,0.148833
"76","""Sept 21""",26,"Bandhan Bank",15.93,13.161366,1.478304,1.29033,0.18,0.019386
"77","""Sept 21""",27,"South Indian Bank",15.2,14.13144,1.02752,0.04104,0.09,0.085869
"78","""Sept 21""",28,"Fino Payments Bank",13.87,11.238861,2.42725,0.196954,0.13,0.12337
"79","""Sept 21""",29,"Citibank",13.05,12.0843,0.53244,0.43326,0.44,0.4345
"80","""Sept 21""",30,"Dbs Bank India Limited",12.27,11.61969,0.615954,0.034356,0.07,0.065149
"81","""Sept 21""",31,"City Union Bank",12.01,11.156089,0.791459,0.062452,0.08,0.075312
"82","""Sept 21""",32,"Standard Chartered",10.39,9.796731,0.330402,0.262867,0.09,0.070578
"83","""Sept 21""",33,"Ujjivan Small Finance Bank",9.09,8.190999,0.740835,0.158166,0.14,0.065408
"84","""Sept 21""",34,"Andhra Pradesh Grameena Vikas Bank",8.95,7.157315,1.60205,0.18974,0.11,0.033946
"85","""Sept 21""",35,"Tamilnad Mercantile Bank",8.95,7.293355,0.713315,0.93975,0.58,0.523276
"86","""Sept 21""",36,"Punjab And Sind Bank",8.8,5.6716,1.2232,1.892,1.45,0.110345
"87","""Sept 21""",37,"Equitas Small Finance Bank",8.69,7.233556,1.26005,0.196394,0.12,0.063216
"88","""Sept 21""",38,"Pragathi Krishna Gramin Bank",8.3,6.97947,1.0956,0.22493,0.12,0.075528
"89","""Sept 21""",39,"Saraswat Bank",8.04,7.609056,0.363408,0.067536,0.07,0.048944
"90","""Sept 21""",40,"Au Small Finance Bank",7.47,6.951582,0.482562,0.035856,0.07,0.064421
"91","""Sept 21""",41,"Maharashtra Gramin Bank",7.19,6.119409,1.0066,0.059677,0.06,0.031242
"92","""Sept 21""",42,"Jammu And Kashmir Bank",6.56,5.712448,0.71504,0.127264,0.07,0.04858
"93","""Sept 21""",43,"Andhra Pragathi Grameena Bank",5.95,4.35064,1.4161,0.18326,0.13,0.023959
"94","""Sept 21""",44,"Kerala Gramin Bank",5.51,4.590381,0.78242,0.136648,0.06,0.054186
"95","""Sept 21""",45,"Rajasthan Marudhara Gramin Bank",5.14,4.255406,0.78642,0.096118,0.08,0.025712
"96","""Sept 21""",46,"Esaf Small Finance Bank Ltd.",4.66,4.173962,0.342976,0.143062,0.03,0.006741
"97","""Sept 21""",47,"Rbl Bank",4.66,4.211242,0.381188,0.06757,0.05,0.026115
"98","""Sept 21""",48,"Purvanchal Bank",4.58,3.51286,0.90684,0.159384,0.11,0.030778
"99","""Sept 21""",49,"Sarva Haryana Gramin Bank",4.38,3.919224,0.357846,0.10293,0.07,0.046368
"100","""Sept 21""",50,"Baroda Rajasthan Kshetriya Gramin Bank",4.36,3.725184,0.44472,0.189224,0.12,0.033492
"101","""Oct 21""",1,"State Bank Of India",1193.24,1098.019448,83.765448,11.455104,7.15,7.109245
"102","""Oct 21""",2,"Hdfc Bank Ltd",381.13,359.901059,20.085551,1.14339,1.61,1.457855
"103","""Oct 21""",3,"Bank Of Baroda",265.61,243.325321,18.911432,3.373247,1.85,1.188995
"104","""Oct 21""",4,"Icici Bank",262.75,249.323475,13.0324,0.394125,0.88,0.752576
"105","""Oct 21""",5,"Union Bank Of India",256.7,226.48641,26.4401,3.77349,1.16,0.462608
"106","""Oct 21""",6,"Axis Bank Ltd",249.31,237.218465,9.997331,2.094204,0.81,0.465912
"107","""Oct 21""",7,"Paytm Payments Bank",248.26,236.368346,11.717872,0.173782,1.01,0.992527
"108","""Oct 21""",8,"Punjab National Bank",205.66,182.029666,14.560728,9.069606,2.54,2.084832
"109","""Oct 21""",9,"Canara Bank",183.45,169.54449,13.24509,0.66042,0.98,0.938448
"110","""Oct 21""",10,"Kotak Mahindra Bank",161.27,150.045608,9.498803,1.725589,0.83,0.742186
"111","""Oct 21""",11,"Bank Of India",154.84,142.808932,8.1291,3.901968,1.25,0.59825
"112","""Oct 21""",12,"Indian Bank",102.35,87.07938,6.744865,8.525755,1.62,0.486
"113","""Oct 21""",13,"Central Bank Of India",89.81,81.978568,6.241795,1.589637,0.79,0.440267
"114","""Oct 21""",14,"Idbi Bank Limited",63.23,58.23483,3.743216,1.251954,0.31,0.224781
"115","""Oct 21""",15,"Bank Of Maharashtra",54.13,49.350321,4.232966,0.546713,0.23,0.172385
"116","""Oct 21""",16,"Airtel Payments Bank",52.97,45.215192,6.78016,0.95346,0.36,0.28332
"117","""Oct 21""",17,"Indian Overseas Bank",50.52,46.4784,3.127188,0.914412,0.31,0.206677
"118","""Oct 21""",18,"Federal Bank",50.1,47.47977,2.54007,0.08016,0.22,0.214522
"119","""Oct 21""",19,"Yes Bank Ltd",48.12,45.637008,2.21352,0.269472,0.08,0.0388
"120","""Oct 21""",20,"Uco Bank",44.76,39.429084,3.169008,2.161908,0.26,0.090376
"121","""Oct 21""",21,"Karnataka Bank",39.04,34.593344,2.935808,1.510848,0.17,0.034731
"122","""Oct 21""",22,"Indusind Bank",35.65,32.30603,2.584625,0.759345,0.25,0.137975
"123","""Oct 21""",23,"India Post Payment Bank",32.24,22.368112,6.38352,3.48192,0.8,0.28552
"124","""Oct 21""",24,"Karur Vysya Bank",25.54,22.97323,2.354788,0.211982,0.14,0.100884
"125","""Oct 21""",25,"Idfc First Bank",24.59,23.104764,1.379499,0.105737,0.1,0.0655
"126","""Oct 21""",26,"Bandhan Bank",17.27,14.603512,1.81335,0.851411,0.02,0.002828
"127","""Oct 21""",27,"Fino Payments Bank",17.12,13.543632,3.13296,0.443408,0.12,0.11244
"128","""Oct 21""",28,"South Indian Bank",17.11,15.811351,1.288383,0.010266,0.06,0.059106
"129","""Oct 21""",29,"Citibank",14.78,13.520744,0.747868,0.511388,0.42,0.379638
"130","""Oct 21""",30,"City Union Bank",13.49,12.522767,0.891689,0.075544,0.07,0.064512
"131","""Oct 21""",31,"Dbs Bank India Limited",13.47,12.760131,0.676194,0.033675,0.05,0.04308
"132","""Oct 21""",32,"Standard Chartered",11.97,11.32362,0.404586,0.241794,0.09,0.056268
"133","""Oct 21""",33,"Equitas Small Finance Bank",10.53,8.685144,1.52685,0.316953,0.06,0.026016
"134","""Oct 21""",34,"Tamilnad Mercantile Bank",10.38,7.213062,1.038,2.11752,0.45,0.29331
"135","""Oct 21""",35,"Ujjivan Small Finance Bank",10.21,9.267617,0.811695,0.130688,0.05,0.02186
"136","""Oct 21""",36,"Andhra Pradesh Grameena Vikas Bank",9.88,7.970196,1.55116,0.353704,0.02,0.0026
"137","""Oct 21""",37,"Saraswat Bank",9.57,8.997714,0.506253,0.066033,0.07,0.065618
"138","""Oct 21""",38,"Punjab And Sind Bank",9.31,6.431348,1.41512,1.46167,0.06,0.00306
"139","""Oct 21""",39,"Pragathi Krishna Gramin Bank",9.07,7.341258,1.04305,0.679343,0.07,0.017654
"140","""Oct 21""",40,"Au Small Finance Bank",8.69,8.068665,0.550077,0.071258,0.09,0.076905
"141","""Oct 21""",41,"Jammu And Kashmir Bank",8.35,7.120045,0.9686,0.25384,0.05,0.03172
"142","""Oct 21""",42,"Maharashtra Gramin Bank",8.34,7.123194,1.15926,0.057546,0.03,0.013806
"143","""Oct 21""",43,"Andhra Pragathi Grameena Bank",6.57,4.977432,1.47168,0.116289,0.01,0.001515
"144","""Oct 21""",44,"Kerala Gramin Bank",6.22,5.120926,0.88324,0.213346,0.06,0.031068
"145","""Oct 21""",45,"Rajasthan Marudhara Gramin Bank",5.83,4.822576,0.89199,0.111353,0.02,0.005758
"146","""Oct 21""",46,"Purvanchal Bank",5.54,4.06359,1.07476,0.39888,0.03,0.004569
"147","""Oct 21""",47,"Esaf Small Finance Bank Ltd.",5.5,4.82295,0.5005,0.17655,0.02,0.016102
"148","""Oct 21""",48,"Rbl Bank",5.42,4.99182,0.422218,0.005962,0.03,0.029223
"149","""Oct 21""",49,"Sarva Haryana Gramin Bank",5.05,4.52985,0.411575,0.108575,0.06,0.043164
"150","""Oct 21""",50,"Baroda Rajasthan Kshetriya Gramin Bank",5.04,4.137336,0.479304,0.42336,0.03,0.005817
"151","""Nov 21""",1,"State Bank Of India",1176.24,1083.669912,82.454424,10.115664,6.35,6.207125
"152","""Nov 21""",2,"Hdfc Bank Ltd",368.77,349.188313,19.323548,0.258139,1.56,1.55142
"153","""Nov 21""",3,"Bank Of Baroda",261.95,240.20815,18.415085,3.326765,3.14,2.044454
"154","""Nov 21""",4,"Icici Bank",253.34,239.836978,12.185654,1.317368,1.69,1.386476
"155","""Nov 21""",5,"Union Bank Of India",253.21,230.471742,20.889825,1.848433,2.08,1.221168
"156","""Nov 21""",6,"Paytm Payments Bank",246.9,234.40686,12.24624,0.2469,0.96,0.921792
"157","""Nov 21""",7,"Axis Bank Ltd",245.3,234.94834,9.64029,0.71137,0.96,0.780576
"158","""Nov 21""",8,"Punjab National Bank",199.26,183.159792,14.04783,2.052378,1.62,1.400004
"159","""Nov 21""",9,"Canara Bank",183.94,170.898654,12.50792,0.533426,0.94,0.880216
"160","""Nov 21""",10,"Kotak Mahindra Bank",162.08,151.431344,9.287184,1.361472,1.34,1.077226
"161","""Nov 21""",11,"Bank Of India",152.46,144.120438,7.440048,0.899514,1.04,0.82368
"162","""Nov 21""",12,"Indian Bank",100.11,89.958846,6.156765,3.984378,2.79,1.190772
"163","""Nov 21""",13,"Central Bank Of India",86.16,79.542912,5.919192,0.697896,0.86,0.688
"164","""Nov 21""",14,"Idbi Bank Limited",61.15,57.389275,3.5467,0.214025,0.35,0.2898
"165","""Nov 21""",15,"Airtel Payments Bank",53.8,46.41864,6.6174,0.74782,0.31,0.257362
"166","""Nov 21""",16,"Federal Bank",52.84,50.076468,2.678988,0.084544,0.24,0.230784
"167","""Nov 21""",17,"Bank Of Maharashtra",51.89,48.802545,2.636012,0.451443,0.28,0.235816
"168","""Nov 21""",18,"Indian Overseas Bank",50.11,46.697509,2.991567,0.420924,0.29,0.249545
"169","""Nov 21""",19,"Yes Bank Ltd",44.22,40.779684,3.201528,0.238788,0.14,0.093212
"170","""Nov 21""",20,"Uco Bank",44.19,40.155453,2.814903,1.224063,0.5,0.2368
"171","""Nov 21""",21,"Karnataka Bank",39.22,35.352908,2.749322,1.11777,0.93,0.166935
"172","""Nov 21""",22,"Indusind Bank",35.61,32.828859,2.745531,0.03561,0.17,0.165665
"173","""Nov 21""",23,"India Post Payment Bank",30.09,23.376921,5.02503,1.688049,1.11,0.274059
"174","""Nov 21""",24,"Karur Vysya Bank",24.89,22.67479,2.080804,0.134406,0.17,0.144466
"175","""Nov 21""",25,"Idfc First Bank",24.13,22.773894,1.288542,0.067564,0.13,0.096902
"176","""Nov 21""",26,"Fino Payments Bank",17.51,14.139325,2.9767,0.383469,0.13,0.12103
"177","""Nov 21""",27,"South Indian Bank",17.4,16.38732,1.00572,0.00696,0.06,0.05961
"178","""Nov 21""",28,"Bandhan Bank",16.67,14.872974,1.501967,0.296726,0.1,0.01366
"179","""Nov 21""",29,"Citibank",13.8,13.0203,0.6624,0.1173,0.13,0.128908
"180","""Nov 21""",30,"City Union Bank",13.01,12.017337,0.836543,0.15612,0.11,0.087318
"181","""Nov 21""",31,"Dbs Bank India Limited",12.68,11.974992,0.622588,0.08242,0.08,0.056328
"182","""Nov 21""",32,"Standard Chartered",11.44,11.037312,0.340912,0.061776,0.09,0.084411
"183","""Nov 21""",33,"Equitas Small Finance Bank",10.68,8.942364,1.58064,0.15486,0.11,0.059873
"184","""Nov 21""",34,"Ujjivan Small Finance Bank",10.21,9.367675,0.764729,0.077596,0.09,0.053955
"185","""Nov 21""",35,"Andhra Pradesh Grameena Vikas Bank",10.03,8.08418,1.47441,0.470407,0.14,0.018032
"186","""Nov 21""",36,"Tamilnad Mercantile Bank",9.2,7.66636,1.2604,0.26772,0.1,0.03304
"187","""Nov 21""",37,"Saraswat Bank",9.18,8.643888,0.388314,0.14688,0.08,0.04188
"188","""Nov 21""",38,"Punjab And Sind Bank",8.84,5.285436,1.2376,2.30724,1.58,0.116288
"189","""Nov 21""",39,"Maharashtra Gramin Bank",8.79,7.308006,1.30092,0.179316,0.1,0.02954
"190","""Nov 21""",40,"Pragathi Krishna Gramin Bank",8.66,7.484838,1.00456,0.16887,0.09,0.045576
"191","""Nov 21""",41,"Au Small Finance Bank",8.65,8.100725,0.525055,0.02422,0.06,0.059352
"192","""Nov 21""",42,"Jammu And Kashmir Bank",8.61,7.644819,0.791259,0.173061,0.08,0.050848
"193","""Nov 21""",43,"Andhra Pragathi Grameena Bank",6.97,4.922911,1.82614,0.218161,0.13,0.015184
"194","""Nov 21""",44,"Kerala Gramin Bank",6.5,5.52305,0.8645,0.11245,0.05,0.03612
"195","""Nov 21""",45,"Rajasthan Marudhara Gramin Bank",5.97,4.831521,0.84177,0.293724,0.1,0.02195
"196","""Nov 21""",46,"Esaf Small Finance Bank Ltd.",5.85,5.11407,0.54756,0.188955,0.03,0.023169
"197","""Nov 21""",47,"Rbl Bank",5.37,4.867905,0.403824,0.098271,0.05,0.02911
"198","""Nov 21""",48,"Purvanchal Bank",5.34,4.07976,0.95586,0.303312,0.16,0.025696
"199","""Nov 21""",49,"Sarva Haryana Gramin Bank",5.12,4.333056,0.382464,0.403968,0.09,0.049275
"200","""Nov 21""",50,"Baroda Rajasthan Kshetriya Gramin Bank",4.81,4.07888,0.448773,0.282347,0.1,0.02551
"201","""Dec 21""",1,"State Bank Of India",1296.56,1149.141128,89.981264,57.437608,18.29,15.010603
"202","""Dec 21""",2,"Hdfc Bank Ltd",410.13,388.065006,21.285747,0.779247,2.7,2.61549
"203","""Dec 21""",3,"Bank Of Baroda",289.1,267.73551,20.8152,0.54929,2.02,2.013334
"204","""Dec 21""",4,"Union Bank Of India",281.76,256.68336,23.9496,1.12704,2.85,2.38089
"205","""Dec 21""",5,"Icici Bank",280.71,267.207849,13.19337,0.308781,1.48,1.34384
"206","""Dec 21""",6,"Paytm Payments Bank",267.13,253.052249,12.581823,1.495928,1.73,1.420157
"207","""Dec 21""",7,"Axis Bank Ltd",254.57,243.979888,10.539198,0.050914,1.35,1.329075
"208","""Dec 21""",8,"Punjab National Bank",218.34,193.34007,17.336196,7.663734,3.4,2.74788
"209","""Dec 21""",9,"Canara Bank",205.52,189.756616,14.920752,0.842632,1.44,1.414512
"210","""Dec 21""",10,"Kotak Mahindra Bank",181.89,169.976205,9.767493,2.146302,2.45,2.037175
"211","""Dec 21""",11,"Bank Of India",169.1,158.81872,8.18444,2.09684,1.96,1.665608
"212","""Dec 21""",12,"Indian Bank",114.41,103.724106,6.773072,3.912822,3.65,2.23818
"213","""Dec 21""",13,"Central Bank Of India",94.11,86.741187,6.352425,1.016388,1.5,1.29225
"214","""Dec 21""",14,"Idbi Bank Limited",66.97,62.503101,3.810593,0.656306,0.67,0.502835
"215","""Dec 21""",15,"Federal Bank",60.58,57.102708,3.144102,0.33319,0.48,0.4188
"216","""Dec 21""",16,"Airtel Payments Bank",59.33,51.124661,7.29759,0.872151,0.56,0.476672
"217","""Dec 21""",17,"Bank Of Maharashtra",57.93,54.459993,3.000774,0.469233,0.46,0.349462
"218","""Dec 21""",18,"Indian Overseas Bank",56.25,52.363125,3.403125,0.48375,0.69,0.529644
"219","""Dec 21""",19,"Uco Bank",48.69,43.329231,3.744261,1.616508,1.18,0.50268
"220","""Dec 21""",20,"Yes Bank Ltd",46.64,42.619632,3.525984,0.494384,0.25,0.16215
"221","""Dec 21""",21,"Karnataka Bank",43.84,39.14912,3.117024,1.573856,1.21,0.271766
"222","""Dec 21""",22,"Indusind Bank",39.46,36.330822,2.86085,0.268328,0.39,0.348972
"223","""Dec 21""",23,"India Post Payment Bank",38.48,31.018728,7.1188,0.330928,0.26,0.243438
"224","""Dec 21""",24,"Karur Vysya Bank",28.02,24.949008,2.54982,0.521172,0.37,0.261257
"225","""Dec 21""",25,"Idfc First Bank",26.73,25.067394,1.504899,0.157707,0.27,0.161892
"226","""Dec 21""",26,"Fino Payments Bank",20.95,15.936665,4.5671,0.43157,0.19,0.184832
"227","""Dec 21""",27,"South Indian Bank",19.63,18.356013,1.238653,0.035334,0.13,0.124124
"228","""Dec 21""",28,"Bandhan Bank",19.21,16.461049,2.59335,0.147917,0.17,0.024072
"229","""Dec 21""",29,"Citibank",15.31,14.432737,0.731818,0.145445,0.16,0.159632
"230","""Dec 21""",30,"City Union Bank",15.01,13.797192,0.999666,0.213142,0.17,0.139332
"231","""Dec 21""",31,"Dbs Bank India Limited",13.68,12.923496,0.681264,0.07524,0.1,0.07768
"232","""Dec 21""",32,"Standard Chartered",12.87,12.450438,0.380952,0.03861,0.07,0.062216
"233","""Dec 21""",33,"Equitas Small Finance Bank",12.44,10.44338,1.87844,0.108228,0.12,0.101364
"234","""Dec 21""",34,"Andhra Pradesh Grameena Vikas Bank",11.59,8.689023,1.87758,1.016443,0.43,0.053363
"235","""Dec 21""",35,"Ujjivan Small Finance Bank",11.45,10.306145,0.873635,0.27022,0.23,0.093288
"236","""Dec 21""",36,"Tamilnad Mercantile Bank",10.45,8.99536,1.1077,0.339625,0.18,0.059382
"237","""Dec 21""",37,"Maharashtra Gramin Bank",10.03,8.228612,1.63489,0.161483,0.12,0.049068
"238","""Dec 21""",38,"Saraswat Bank",9.97,9.525338,0.414752,0.02991,0.06,0.050562
"239","""Dec 21""",39,"Au Small Finance Bank",9.9,9.06444,0.60786,0.2277,0.22,0.039578
"240","""Dec 21""",40,"Pragathi Krishna Gramin Bank",9.74,8.53711,1.13958,0.05844,0.09,0.07587
"241","""Dec 21""",41,"Jammu And Kashmir Bank",9.66,8.53461,1.02396,0.098532,0.09,0.066591
"242","""Dec 21""",42,"Punjab And Sind Bank",8.97,6.889857,1.7043,0.371358,0.21,0.070602
"243","""Dec 21""",43,"Andhra Pragathi Grameena Bank",7.75,5.613325,1.736,0.394475,0.25,0.040025
"244","""Dec 21""",44,"Kerala Gramin Bank",7.06,6.130198,0.89662,0.030358,0.05,0.04614
"245","""Dec 21""",45,"Rajasthan Marudhara Gramin Bank",7.01,5.309374,1.28283,0.411487,0.22,0.04147
"246","""Dec 21""",46,"Esaf Small Finance Bank Ltd.",6.8,5.65012,0.9452,0.19856,0.05,0.042415
"247","""Dec 21""",47,"Rbl Bank",5.97,5.405835,0.506256,0.057909,0.06,0.040896
"248","""Dec 21""",48,"Baroda Rajasthan Kshetriya Gramin Bank",5.77,4.633887,0.485834,0.64624,0.18,0.047592
"249","""Dec 21""",49,"Sarva Haryana Gramin Bank",5.52,4.733952,0.420624,0.365424,0.1,0.07412
"250","""Dec 21""",50,"Telangana Grameena Bank",5.17,4.111184,0.73931,0.317955,0.17,0.028118
"251","""Jan 22""",1,"State Bank Of India",1291.88,1184.65396,91.72348,15.631748,8.17,7.815422
"252","""Jan 22""",2,"Hdfc Bank Ltd",406.61,382.254061,23.217431,1.179169,2.52,2.30076
"253","""Jan 22""",3,"Bank Of Baroda",299.12,275.579256,22.075056,1.465688,1.55,1.53264
"254","""Jan 22""",4,"Union Bank Of India",287.21,259.092141,25.331922,2.785937,3.17,1.48356
"255","""Jan 22""",5,"Icici Bank",274,260.6836,12.8506,0.4658,1.22,0.852536
"256","""Jan 22""",6,"Paytm Payments Bank",262.28,249.03486,13.035316,0.209824,1.06,0.996824
"257","""Jan 22""",7,"Axis Bank Ltd",243.68,232.1052,10.941232,0.6092,0.96,0.938784
"258","""Jan 22""",8,"Punjab National Bank",213.48,197.447652,14.73012,1.302228,1.67,1.503501
"259","""Jan 22""",9,"Canara Bank",206.3,190.76561,14.54415,0.96961,1.26,1.171674
"260","""Jan 22""",10,"Kotak Mahindra Bank",186.34,175.71862,10.099628,0.540386,0.93,0.802311
